time,x,y,yaw,target_x,target_y,lookahead,curvature,cross_track_error,heading_error,steering_cmd,speed_cmd,battery_voltage,mission_state
14.78,5.57243,0.38404,-0.63419,5.7911,0.19335,0.3,0.50195,0.00875,0.00427,-0.35847,0.54902,7.4,LANE_FOLLOW
14.8,5.58059,0.37804,-0.63997,5.7911,0.19335,0.30088,0.50195,0.0088,-0.00152,-0.35607,0.54902,7.4,LANE_FOLLOW
14.82,5.58879,0.37193,-0.64582,5.86549,0.12583,0.3132,0.44534,0.00838,0.01483,-0.32182,0.57733,7.4,LANE_FOLLOW
14.84,5.59708,0.36568,-0.65036,5.86549,0.12583,0.31476,0.44534,0.00853,0.01028,-0.30136,0.57733,7.4,LANE_FOLLOW
14.86,5.60545,0.35931,-0.65497,5.86549,0.12583,0.31613,0.44534,0.00864,0.00568,-0.28919,0.57733,7.4,LANE_FOLLOW
14.88,5.61389,0.35283,-0.65963,5.86549,0.12583,0.31733,0.44534,0.0087,0.00101,-0.28198,0.57733,7.4,LANE_FOLLOW
14.9,5.62238,0.34624,-0.66435,5.86549,0.12583,0.3184,0.44534,0.00871,-0.0037,-0.27778,0.57733,7.4,LANE_FOLLOW
14.92,5.63092,0.33956,-0.66911,5.90233,0.09168,0.3303,0.39056,0.00836,0.0116,-0.26219,0.60472,7.4,LANE_FOLLOW
14.94,5.63954,0.33274,-0.67335,5.90233,0.09168,0.33177,0.39056,0.00848,0.00736,-0.25293,0.60472,7.4,LANE_FOLLOW
14.96,5.64823,0.32581,-0.67765,5.90233,0.09168,0.33307,0.39056,0.00857,0.00306,-0.24747,0.60472,7.4,LANE_FOLLOW
14.98,5.65698,0.31877,-0.682,5.90233,0.09168,0.33422,0.39056,0.0086,-0.00128,-0.2443,0.60472,7.4,LANE_FOLLOW
15.0,5.66578,0.31162,-0.68638,5.93903,0.05737,0.34745,0.32947,0.00824,0.01048,-0.23015,0.63526,7.4,LANE_FOLLOW
15.02,5.67467,0.30434,-0.69026,5.93903,0.05737,0.34906,0.32947,0.00836,0.0066,-0.22175,0.63526,7.4,LANE_FOLLOW
15.04,5.68365,0.29693,-0.6942,5.93903,0.05737,0.35049,0.32947,0.00844,0.00267,-0.2168,0.63526,7.4,LANE_FOLLOW
15.06,5.69269,0.2894,-0.69817,5.97563,0.02297,0.35174,0.32947,0.00847,-0.00131,-0.20297,0.63526,7.4,LANE_FOLLOW
15.08,5.70178,0.28177,-0.70167,6.01219,-0.01148,0.36249,0.28126,0.00811,0.00903,-0.18599,0.65937,7.4,LANE_FOLLOW
15.1,5.71097,0.274,-0.70478,6.01219,-0.01148,0.36404,0.28126,0.00822,0.00592,-0.17585,0.65937,7.4,LANE_FOLLOW
15.12,5.72024,0.26612,-0.70794,6.01219,-0.01148,0.3654,0.28126,0.00829,0.00276,-0.16983,0.65937,7.4,LANE_FOLLOW
15.14,5.72957,0.25813,-0.71112,6.01219,-0.01148,0.3666,0.28126,0.00833,-0.00042,-0.16628,0.65937,7.4,LANE_FOLLOW
15.16,5.73896,0.25005,-0.71434,6.01219,-0.01148,0.36766,0.28126,0.00832,-0.00364,-0.16422,0.65937,7.4,LANE_FOLLOW
15.18,5.74839,0.24187,-0.71759,6.04877,-0.04591,0.37612,0.24368,0.0081,0.0058,-0.15383,0.67816,7.4,LANE_FOLLOW
15.2,5.75789,0.23357,-0.7204,6.04877,-0.04591,0.37738,0.24368,0.00817,0.00299,-0.14766,0.67816,7.4,LANE_FOLLOW
15.22,5.76746,0.22518,-0.72324,6.04877,-0.04591,0.3785,0.24368,0.00821,0.00015,-0.14401,0.67816,7.4,LANE_FOLLOW
15.24,5.77707,0.21669,-0.7261,6.04877,-0.04591,0.37949,0.24368,0.00821,-0.00271,-0.14189,0.67816,7.4,LANE_FOLLOW
15.26,5.78672,0.20812,-0.72899,6.08542,-0.08026,0.38937,0.19862,0.00805,0.00414,-0.13152,0.70069,7.4,LANE_FOLLOW
15.28,5.79645,0.19944,-0.73143,6.08542,-0.08026,0.39067,0.19862,0.0081,0.0017,-0.12536,0.70069,7.4,LANE_FOLLOW
15.3,5.80624,0.19065,-0.73389,6.08542,-0.08026,0.39182,0.19862,0.00813,-0.00076,-0.12171,0.70069,7.4,LANE_FOLLOW
15.32,5.81608,0.18177,-0.73638,6.12221,-0.11446,0.40083,0.15864,0.00793,0.00449,-0.11098,0.72068,7.4,LANE_FOLLOW
15.34,5.826,0.17278,-0.73843,6.15919,-0.14847,0.40219,0.15864,0.00799,0.00244,-0.0974,0.72068,7.4,LANE_FOLLOW
15.36,5.836,0.16368,-0.7401,6.15919,-0.14847,0.40339,0.15864,0.00802,0.00076,-0.08927,0.72068,7.4,LANE_FOLLOW
15.38,5.84605,0.1545,-0.74179,6.15919,-0.14847,0.40445,0.15864,0.00803,-0.00093,-0.08443,0.72068,7.4,LANE_FOLLOW
15.4,5.85616,0.14523,-0.7435,6.19643,-0.18218,0.41194,0.12587,0.00789,0.00404,-0.07447,0.73707,7.4,LANE_FOLLOW
15.42,5.86634,0.13587,-0.74483,6.19643,-0.18218,0.41315,0.12587,0.00794,0.00271,-0.06852,0.73707,7.4,LANE_FOLLOW
15.44,5.87659,0.12642,-0.74617,6.19643,-0.18218,0.41422,0.12587,0.00798,0.00137,-0.06497,0.73707,7.4,LANE_FOLLOW
15.46,5.8869,0.1169,-0.74751,6.19643,-0.18218,0.41517,0.12587,0.008,2e-05,-0.06287,0.73707,7.4,LANE_FOLLOW
15.48,5.89725,0.1073,-0.74887,6.23397,-0.21555,0.42338,0.08895,0.00794,0.00288,-0.05421,0.75553,7.4,LANE_FOLLOW
15.5,5.90767,0.09761,-0.74982,6.23397,-0.21555,0.42455,0.08895,0.00798,0.00194,-0.04904,0.75553,7.4,LANE_FOLLOW
15.52,5.91817,0.08784,-0.75077,6.23397,-0.21555,0.42558,0.08895,0.00801,0.00098,-0.04595,0.75553,7.4,LANE_FOLLOW
15.54,5.92872,0.07799,-0.75173,6.27188,-0.24851,0.43345,0.05418,0.00796,0.00279,-0.03679,0.77291,7.4,LANE_FOLLOW
15.56,5.93934,0.06806,-0.75227,6.27188,-0.24851,0.43466,0.05418,0.008,0.00225,-0.03131,0.77291,7.4,LANE_FOLLOW
15.58,5.95005,0.05804,-0.75282,6.27188,-0.24851,0.43573,0.05418,0.00804,0.0017,-0.02803,0.77291,7.4,LANE_FOLLOW
15.6,5.96081,0.04796,-0.75337,6.27188,-0.24851,0.43667,0.05418,0.00806,0.00115,-0.02608,0.77291,7.4,LANE_FOLLOW
15.62,5.97163,0.03781,-0.75392,6.31025,-0.28093,0.44386,0.02239,0.00807,0.00174,-0.01698,0.7888,7.4,LANE_FOLLOW
15.64,5.98252,0.02758,-0.754,6.31025,-0.28093,0.44497,0.02239,0.00809,0.00166,-0.01153,0.7888,7.4,LANE_FOLLOW
15.66,5.99349,0.01728,-0.75408,6.31025,-0.28093,0.44595,0.02239,0.00812,0.00158,-0.00826,0.7888,7.4,LANE_FOLLOW
15.68,6.00452,0.00693,-0.75416,6.34912,-0.31274,0.44913,0.01079,0.00815,0.00095,0.00168,0.79461,7.4,LANE_FOLLOW
15.7,6.01561,-0.00349,-0.75376,6.34912,-0.31274,0.45003,0.01079,0.00816,0.00136,0.00765,0.79461,7.4,LANE_FOLLOW
15.72,6.02676,-0.01396,-0.75335,6.34912,-0.31274,0.45082,0.01079,0.00819,0.00177,0.01125,0.79461,7.4,LANE_FOLLOW
15.74,6.03797,-0.02448,-0.75294,6.38856,-0.34385,0.44476,0.04458,0.00826,-4e-05,0.0215,0.77771,7.4,LANE_FOLLOW
15.76,6.0492,-0.035,-0.75202,6.38856,-0.34385,0.44498,0.04458,0.00826,0.00087,0.02766,0.77771,7.4,LANE_FOLLOW
15.78,6.06046,-0.04552,-0.75111,6.38856,-0.34385,0.44517,0.04458,0.00828,0.00179,0.03138,0.77771,7.4,LANE_FOLLOW
15.8,6.07173,-0.05605,-0.75019,6.38856,-0.34385,0.44534,0.04458,0.0083,0.00271,0.03363,0.77771,7.4,LANE_FOLLOW
15.82,6.08303,-0.06658,-0.74927,6.42864,-0.37414,0.43902,0.07696,0.00839,-0.00035,0.04384,0.76152,7.4,LANE_FOLLOW
15.84,6.09431,-0.07708,-0.7478,6.42864,-0.37414,0.43877,0.07696,0.00838,0.00112,0.05,0.76152,7.4,LANE_FOLLOW
15.86,6.1056,-0.08755,-0.74633,6.42864,-0.37414,0.43855,0.07696,0.0084,0.00259,0.05372,0.76152,7.4,LANE_FOLLOW
15.88,6.11689,-0.09799,-0.74486,6.46947,-0.4034,0.43143,0.11163,0.00852,-0.00123,0.06524,0.74418,7.4,LANE_FOLLOW
15.9,6.12815,-0.10837,-0.74282,6.46947,-0.4034,0.43085,0.11163,0.0085,0.0008,0.07218,0.74418,7.4,LANE_FOLLOW
15.92,6.1394,-0.1187,-0.74079,6.46947,-0.4034,0.43034,0.11163,0.00851,0.00284,0.07639,0.74418,7.4,LANE_FOLLOW
15.94,6.15063,-0.12897,-0.73876,6.51108,-0.43153,0.42215,0.15032,0.00871,-0.003,0.08849,0.72484,7.4,LANE_FOLLOW
15.96,6.16182,-0.13916,-0.73616,6.51108,-0.43153,0.4213,0.15032,0.00866,-0.0004,0.0958,0.72484,7.4,LANE_FOLLOW
15.98,6.17298,-0.14927,-0.73356,6.51108,-0.43153,0.42055,0.15032,0.00866,0.00219,0.10024,0.72484,7.4,LANE_FOLLOW
16.0,6.18412,-0.15931,-0.73098,6.55356,-0.45834,0.41306,0.18441,0.00892,-0.0044,0.11285,0.70779,7.4,LANE_FOLLOW
16.02,6.19521,-0.16926,-0.72782,6.55356,-0.45834,0.41208,0.18441,0.00885,-0.00123,0.12048,0.70779,7.4,LANE_FOLLOW
16.04,6.20626,-0.17911,-0.72466,6.55356,-0.45834,0.41121,0.18441,0.00883,0.00192,0.12511,0.70779,7.4,LANE_FOLLOW
16.06,6.21729,-0.18887,-0.72153,6.55356,-0.45834,0.41044,0.18441,0.00886,0.00506,0.12795,0.70779,7.4,LANE_FOLLOW
16.08,6.2283,-0.19856,-0.7184,6.55356,-0.45834,0.40179,0.22425,0.0091,-0.00265,0.12972,0.68787,7.4,LANE_FOLLOW
16.1,6.23926,-0.20814,-0.71529,6.55356,-0.45834,0.40072,0.22425,0.00906,0.00045,0.13085,0.68787,7.4,LANE_FOLLOW
16.12,6.25018,-0.21763,-0.7122,6.55356,-0.45834,0.39978,0.22425,0.00907,0.00355,0.1316,0.68787,7.4,LANE_FOLLOW
16.14,6.26107,-0.22702,-0.70912,6.59695,-0.48364,0.38909,0.27357,0.00944,-0.00759,0.14545,0.66321,7.4,LANE_FOLLOW
16.16,6.27188,-0.2363,-0.7053,6.59695,-0.48364,0.38778,0.27357,0.00933,-0.00376,0.15384,0.66321,7.4,LANE_FOLLOW
16.18,6.28264,-0.24547,-0.7015,6.59695,-0.48364,0.38662,0.27357,0.00927,3e-05,0.15896,0.66321,7.4,LANE_FOLLOW
16.2,6.29336,-0.25452,-0.69773,6.59695,-0.48364,0.38559,0.27357,0.00928,0.0038,0.16212,0.66321,7.4,LANE_FOLLOW
16.22,6.30404,-0.26348,-0.69398,6.64132,-0.50718,0.37613,0.31638,0.00958,-0.00815,0.17847,0.64181,7.4,LANE_FOLLOW
16.24,6.31466,-0.27231,-0.68945,6.64132,-0.50718,0.37483,0.31638,0.00947,-0.00363,0.18838,0.64181,7.4,LANE_FOLLOW
16.26,6.32523,-0.28102,-0.68495,6.64132,-0.50718,0.37368,0.31638,0.00942,0.00087,0.19442,0.64181,7.4,LANE_FOLLOW
16.28,6.33576,-0.28962,-0.68049,6.6867,-0.52871,0.36398,0.35987,0.00987,-0.0126,0.21261,0.62006,7.4,LANE_FOLLOW
16.3,6.34621,-0.29809,-0.67527,6.6867,-0.52871,0.36257,0.35987,0.00971,-0.00738,0.22363,0.62006,7.4,LANE_FOLLOW
16.32,6.35662,-0.30642,-0.67009,6.6867,-0.52871,0.36133,0.35987,0.00961,-0.00221,0.23035,0.62006,7.4,LANE_FOLLOW
16.34,6.36698,-0.31463,-0.66496,6.6867,-0.52871,0.36024,0.35987,0.00958,0.00293,0.23449,0.62006,7.4,LANE_FOLLOW
16.36,6.37731,-0.32273,-0.65985,6.6867,-0.52871,0.34683,0.42208,0.01007,-0.01269,0.23709,0.58896,7.4,LANE_FOLLOW
16.38,6.38755,-0.33068,-0.6548,6.6867,-0.52871,0.34525,0.42208,0.0099,-0.00763,0.23877,0.58896,7.4,LANE_FOLLOW
16.4,6.39773,-0.33849,-0.64979,6.6867,-0.52871,0.34385,0.42208,0.00981,-0.00263,0.23992,0.58896,7.4,LANE_FOLLOW
16.42,6.40784,-0.34618,-0.64483,6.6867,-0.52871,0.34262,0.42208,0.00977,0.00233,0.24074,0.58896,7.4,LANE_FOLLOW
16.44,6.41791,-0.35375,-0.6399,6.73309,-0.54795,0.32744,0.49253,0.01033,-0.01817,0.26133,0.55374,7.4,LANE_FOLLOW
16.46,6.42787,-0.36116,-0.63403,6.73309,-0.54795,0.32565,0.49253,0.0101,-0.01229,0.27382,0.55374,7.4,LANE_FOLLOW
16.48,6.43774,-0.36842,-0.62822,6.73309,-0.54795,0.32408,0.49253,0.00995,-0.00649,0.28146,0.55374,7.4,LANE_FOLLOW
16.5,6.44755,-0.37555,-0.62248,6.73309,-0.54795,0.32268,0.49253,0.00987,-0.00074,0.28619,0.55374,7.4,LANE_FOLLOW
16.52,6.4573,-0.38254,-0.61678,6.78048,-0.5646,0.3091,0.55429,0.01047,-0.02243,0.30941,0.52286,7.4,LANE_FOLLOW
16.54,6.46693,-0.38937,-0.61018,6.78048,-0.5646,0.30729,0.55429,0.0102,-0.01583,0.32349,0.52286,7.4,LANE_FOLLOW
16.56,6.47649,-0.39605,-0.60366,6.78048,-0.5646,0.3057,0.55429,0.01002,-0.00932,0.33208,0.52286,7.4,LANE_FOLLOW
16.58,6.48596,-0.40259,-0.59722,6.78048,-0.5646,0.30429,0.55429,0.00991,-0.00287,0.33739,0.52286,7.4,LANE_FOLLOW
16.6,6.49538,-0.40899,-0.59084,6.78048,-0.5646,0.30304,0.55429,0.00988,0.00351,0.34075,0.52286,7.4,LANE_FOLLOW
16.62,6.50475,-0.41528,-0.58451,6.78048,-0.5646,0.3,0.62259,0.01036,-0.02133,0.34293,0.4887,7.4,LANE_FOLLOW
16.64,6.51401,-0.4214,-0.57827,6.78048,-0.5646,0.3,0.62259,0.01012,-0.0151,0.34443,0.4887,7.4,LANE_FOLLOW
16.66,6.52318,-0.42739,-0.57212,6.78048,-0.5646,0.3,0.62259,0.00996,-0.00894,0.34551,0.4887,7.4,LANE_FOLLOW
16.68,6.53227,-0.43324,-0.56603,6.78048,-0.5646,0.3,0.62259,0.00986,-0.00285,0.34636,0.4887,7.4,LANE_FOLLOW
16.7,6.54129,-0.43897,-0.56,6.82877,-0.57836,0.3,0.70599,0.01055,-0.03219,0.37448,0.447,7.4,LANE_FOLLOW
16.72,6.55017,-0.44454,-0.55289,6.82877,-0.57836,0.3,0.70599,0.01022,-0.02508,0.39153,0.447,7.4,LANE_FOLLOW
16.74,6.55893,-0.44995,-0.5459,6.82877,-0.57836,0.3,0.70599,0.00996,-0.01809,0.40195,0.447,7.4,LANE_FOLLOW
16.76,6.5676,-0.45521,-0.53901,6.82877,-0.57836,0.3,0.70599,0.00978,-0.0112,0.4084,0.447,7.4,LANE_FOLLOW
16.78,6.57618,-0.46034,-0.5322,6.82877,-0.57836,0.3,0.70599,0.00966,-0.00439,0.41248,0.447,7.4,LANE_FOLLOW
16.8,6.58469,-0.46535,-0.52547,6.87786,-0.58896,0.3,0.79689,0.0104,-0.03761,0.44162,0.40156,7.4,LANE_FOLLOW
16.82,6.59304,-0.4702,-0.51782,6.87786,-0.58896,0.3,0.79689,0.01004,-0.02996,0.45928,0.40156,7.4,LANE_FOLLOW
16.84,6.60127,-0.47488,-0.5103,6.87786,-0.58896,0.3,0.79689,0.00976,-0.02244,0.47007,0.40156,7.4,LANE_FOLLOW
16.86,6.60938,-0.47943,-0.50292,6.87786,-0.58896,0.3,0.79689,0.00955,-0.01506,0.47673,0.40156,7.4,LANE_FOLLOW
16.88,6.6174,-0.48384,-0.49564,6.87786,-0.58896,0.3,0.79689,0.00941,-0.00778,0.48092,0.40156,7.4,LANE_FOLLOW
16.9,6.62533,-0.48812,-0.48847,6.92758,-0.59608,0.3,0.89404,0.01036,-0.04546,0.50874,0.35298,7.4,LANE_FOLLOW
16.92,6.63309,-0.49225,-0.48053,6.92758,-0.59608,0.3,0.89404,0.00997,-0.03752,0.5256,0.35298,7.4,LANE_FOLLOW
16.94,6.6407,-0.49622,-0.47278,6.92758,-0.59608,0.3,0.89404,0.00964,-0.02977,0.53588,0.35298,7.4,LANE_FOLLOW
16.96,6.64818,-0.50004,-0.46518,6.92758,-0.59608,0.3,0.89404,0.00939,-0.02217,0.54221,0.35298,7.4,LANE_FOLLOW
16.98,6.65555,-0.50374,-0.45771,6.92758,-0.59608,0.3,0.89404,0.00921,-0.01471,0.54618,0.35298,7.4,LANE_FOLLOW
17.0,6.66282,-0.50732,-0.45037,6.92758,-0.59608,0.3,0.89404,0.00909,-0.00736,0.54874,0.35298,7.4,LANE_FOLLOW
17.02,6.67001,-0.5108,-0.44313,6.97768,-0.59955,0.3,0.99539,0.01016,-0.05011,0.5743,0.30231,7.4,LANE_FOLLOW
17.04,6.67702,-0.51412,-0.43531,6.97768,-0.59955,0.3,0.99539,0.00977,-0.04228,0.58978,0.30231,7.4,LANE_FOLLOW
17.06,6.68387,-0.51731,-0.42768,6.97768,-0.59955,0.3,0.99539,0.00945,-0.03465,0.59921,0.30231,7.4,LANE_FOLLOW
17.08,6.69058,-0.52037,-0.42022,6.97768,-0.59955,0.3,0.99539,0.00919,-0.0272,0.605,0.30231,7.4,LANE_FOLLOW
17.1,6.69717,-0.52331,-0.41292,6.97768,-0.59955,0.3,0.99539,0.009,-0.0199,0.60861,0.30231,7.4,LANE_FOLLOW
17.12,6.70366,-0.52616,-0.40576,6.97768,-0.59955,0.3,0.99539,0.00886,-0.01273,0.61092,0.30231,7.4,LANE_FOLLOW
17.14,6.71005,-0.5289,-0.39871,6.97768,-0.59955,0.3,0.99539,0.00877,-0.00569,0.61245,0.30231,7.4,LANE_FOLLOW
17.16,6.71637,-0.53156,-0.39177,7.0279,-0.59933,0.3,1.09779,0.00991,-0.05393,0.63534,0.3,7.4,LANE_FOLLOW
17.18,6.72261,-0.53414,-0.38429,7.0279,-0.59933,0.3,1.09779,0.00955,-0.04645,0.6492,0.3,7.4,LANE_FOLLOW
17.2,6.72879,-0.53664,-0.3769,7.0279,-0.59933,0.3,1.09779,0.00924,-0.03906,0.65762,0.3,7.4,LANE_FOLLOW
17.22,6.73491,-0.53906,-0.3696,7.0279,-0.59933,0.3,1.09779,0.00898,-0.03175,0.66279,0.3,7.4,LANE_FOLLOW
17.24,6.74099,-0.54142,-0.36237,7.0279,-0.59933,0.3,1.09779,0.00878,-0.02452,0.66601,0.3,7.4,LANE_FOLLOW
17.26,6.74702,-0.54371,-0.3552,7.0279,-0.59933,0.3,1.09779,0.00862,-0.01735,0.66807,0.3,7.4,LANE_FOLLOW
17.28,6.75303,-0.54593,-0.34809,7.0279,-0.59933,0.3,1.09779,0.00851,-0.01024,0.66943,0.3,7.4,LANE_FOLLOW
17.3,6.759,-0.5481,-0.34103,7.0279,-0.59933,0.3,1.09779,0.00844,-0.00318,0.67037,0.3,7.4,LANE_FOLLOW
17.32,6.76495,-0.55021,-0.33401,7.07797,-0.59544,0.3,1.19695,0.00958,-0.05639,0.69044,0.3,7.4,LANE_FOLLOW
17.34,6.77088,-0.55227,-0.32649,7.07797,-0.59544,0.3,1.19695,0.00922,-0.04887,0.70258,0.3,7.4,LANE_FOLLOW
17.36,6.77679,-0.55427,-0.31901,7.07797,-0.59544,0.3,1.19695,0.00892,-0.0414,0.70997,0.3,7.4,LANE_FOLLOW
17.38,6.7827,-0.55622,-0.31156,7.07797,-0.59544,0.3,1.19695,0.00866,-0.03395,0.71451,0.3,7.4,LANE_FOLLOW
17.4,6.78859,-0.55812,-0.30414,7.07797,-0.59544,0.3,1.19695,0.00845,-0.02653,0.71736,0.3,7.4,LANE_FOLLOW
17.42,6.79447,-0.55997,-0.29675,7.07797,-0.59544,0.3,1.19695,0.00829,-0.01913,0.71918,0.3,7.4,LANE_FOLLOW
17.44,6.80035,-0.56176,-0.28937,7.07797,-0.59544,0.3,1.19695,0.00817,-0.01175,0.7204,0.3,7.4,LANE_FOLLOW
17.46,6.80623,-0.56351,-0.28201,7.07797,-0.59544,0.3,1.19695,0.0081,-0.00439,0.72126,0.3,7.4,LANE_FOLLOW
17.48,6.8121,-0.56522,-0.27467,7.12763,-0.58798,0.3,1.2965,0.00933,-0.0619,0.73785,0.3,7.4,LANE_FOLLOW
17.5,6.81797,-0.56687,-0.2669,7.12763,-0.58798,0.3,1.2965,0.00895,-0.05414,0.7479,0.3,7.4,LANE_FOLLOW
17.52,6.82385,-0.56848,-0.25915,7.12763,-0.58798,0.3,1.2965,0.00862,-0.04639,0.75404,0.3,7.4,LANE_FOLLOW
17.54,6.82972,-0.57003,-0.25141,7.12763,-0.58798,0.3,1.2965,0.00834,-0.03865,0.75784,0.3,7.4,LANE_FOLLOW
17.56,6.8356,-0.57154,-0.24368,7.12763,-0.58798,0.3,1.2965,0.0081,-0.03092,0.76023,0.3,7.4,LANE_FOLLOW
17.58,6.84148,-0.57301,-0.23596,7.12763,-0.58798,0.3,1.2965,0.00792,-0.02319,0.76178,0.3,7.4,LANE_FOLLOW
17.6,6.84737,-0.57442,-0.22824,7.12763,-0.58798,0.3,1.2965,0.00777,-0.01547,0.76283,0.3,7.4,LANE_FOLLOW
17.62,6.85326,-0.57579,-0.22052,7.12763,-0.58798,0.3,1.2965,0.00768,-0.00776,0.7636,0.3,7.4,LANE_FOLLOW
17.64,6.85916,-0.57711,-0.21281,7.17664,-0.577,0.3,1.38926,0.00908,-0.07062,0.77668,0.3,7.4,LANE_FOLLOW
17.66,6.86506,-0.57839,-0.20477,7.17664,-0.577,0.3,1.38926,0.00865,-0.06257,0.78462,0.3,7.4,LANE_FOLLOW
17.68,6.87097,-0.57961,-0.19672,7.17664,-0.577,0.3,1.38926,0.00828,-0.05453,0.7895,0.3,7.4,LANE_FOLLOW
17.7,6.87688,-0.58079,-0.18868,7.17664,-0.577,0.3,1.38926,0.00795,-0.04649,0.79253,0.3,7.4,LANE_FOLLOW
17.72,6.8828,-0.58192,-0.18065,7.17664,-0.577,0.3,1.38926,0.00767,-0.03845,0.79447,0.3,7.4,LANE_FOLLOW
17.74,6.88872,-0.58301,-0.17261,7.17664,-0.577,0.3,1.38926,0.00744,-0.03041,0.79575,0.3,7.4,LANE_FOLLOW
17.76,6.89465,-0.58404,-0.16457,7.17664,-0.577,0.3,1.38926,0.00725,-0.02237,0.79664,0.3,7.4,LANE_FOLLOW
17.78,6.90059,-0.58503,-0.15653,7.17664,-0.577,0.3,1.38926,0.00712,-0.01434,0.79731,0.3,7.4,LANE_FOLLOW
17.8,6.90653,-0.58596,-0.14849,7.22484,-0.56289,0.3,1.44426,0.00864,-0.07945,0.80576,0.3,7.4,LANE_FOLLOW
17.82,6.91248,-0.58685,-0.14024,7.22484,-0.56289,0.3,1.44426,0.00817,-0.07119,0.81093,0.3,7.4,LANE_FOLLOW
17.84,6.91843,-0.58769,-0.13198,7.22484,-0.56289,0.3,1.44426,0.00774,-0.06294,0.81413,0.3,7.4,LANE_FOLLOW
17.86,6.92439,-0.58848,-0.12373,7.22484,-0.56289,0.3,1.44426,0.00736,-0.05468,0.81617,0.3,7.4,LANE_FOLLOW
17.88,6.93035,-0.58923,-0.11547,7.22484,-0.56289,0.3,1.44426,0.00703,-0.04642,0.8175,0.3,7.4,LANE_FOLLOW
17.9,6.93632,-0.58992,-0.10721,7.22484,-0.56289,0.3,1.44426,0.00675,-0.03816,0.81842,0.3,7.4,LANE_FOLLOW
17.92,6.94229,-0.59056,-0.09895,7.22484,-0.56289,0.3,1.44426,0.00652,-0.0299,0.8191,0.3,7.4,LANE_FOLLOW
17.94,6.94827,-0.59115,-0.09068,7.22484,-0.56289,0.3,1.44426,0.00634,-0.02164,0.81964,0.3,7.4,LANE_FOLLOW
17.96,6.95425,-0.5917,-0.08242,7.27211,-0.54594,0.3,1.45837,0.00795,-0.08669,0.82336,0.3,7.4,LANE_FOLLOW
17.98,6.96024,-0.59219,-0.07406,7.27211,-0.54594,0.3,1.45837,0.00743,-0.07833,0.82569,0.3,7.4,LANE_FOLLOW
18.0,6.96622,-0.59264,-0.0657,7.27211,-0.54594,0.3,1.45837,0.00696,-0.06997,0.8272,0.3,7.4,LANE_FOLLOW
18.02,6.97222,-0.59303,-0.05734,7.27211,-0.54594,0.3,1.45837,0.00654,-0.06161,0.82821,0.3,7.4,LANE_FOLLOW
18.04,6.97821,-0.59337,-0.04897,7.27211,-0.54594,0.3,1.45837,0.00617,-0.05324,0.82893,0.3,7.4,LANE_FOLLOW
18.06,6.98421,-0.59367,-0.0406,7.27211,-0.54594,0.3,1.45837,0.00585,-0.04488,0.82948,0.3,7.4,LANE_FOLLOW
18.08,6.9902,-0.59391,-0.03223,7.27211,-0.54594,0.3,1.45837,0.00558,-0.03651,0.82994,0.3,7.4,LANE_FOLLOW
18.1,6.9962,-0.59411,-0.02386,7.27211,-0.54594,0.3,1.45837,0.00536,-0.02813,0.83034,0.3,7.4,LANE_FOLLOW
18.12,7.0022,-0.59425,-0.01548,7.27211,-0.54594,0.3,1.45837,0.00519,-0.01976,0.83071,0.3,7.4,LANE_FOLLOW
18.14,7.0082,-0.59434,-0.0071,7.3184,-0.52643,0.3,1.45067,0.0065,-0.0846,0.82976,0.3,7.4,LANE_FOLLOW
18.16,7.01421,-0.59438,0.00124,7.3184,-0.52643,0.3,1.45067,0.00599,-0.07625,0.82928,0.3,7.4,LANE_FOLLOW
18.18,7.02021,-0.59438,0.00959,7.3184,-0.52643,0.3,1.45067,0.00554,-0.0679,0.8291,0.3,7.4,LANE_FOLLOW
18.2,7.02621,-0.59432,0.01794,7.3184,-0.52643,0.3,1.45067,0.00513,-0.05955,0.82911,0.3,7.4,LANE_FOLLOW
18.22,7.03221,-0.59421,0.0263,7.3184,-0.52643,0.3,1.45067,0.00477,-0.0512,0.82923,0.3,7.4,LANE_FOLLOW
18.24,7.03821,-0.59405,0.03466,7.3184,-0.52643,0.3,1.45067,0.00446,-0.04284,0.82942,0.3,7.4,LANE_FOLLOW
18.26,7.0442,-0.59385,0.04302,7.3184,-0.52643,0.3,1.45067,0.00421,-0.03448,0.82966,0.3,7.4,LANE_FOLLOW
18.28,7.0502,-0.59359,0.05138,7.3184,-0.52643,0.3,1.45067,0.004,-0.02611,0.82994,0.3,7.4,LANE_FOLLOW
18.3,7.05619,-0.59328,0.05975,7.36366,-0.50466,0.3,1.43216,0.00538,-0.08943,0.82457,0.3,7.4,LANE_FOLLOW
18.32,7.06218,-0.59292,0.06796,7.36366,-0.50466,0.3,1.43216,0.00484,-0.08122,0.82145,0.3,7.4,LANE_FOLLOW
18.34,7.06817,-0.59251,0.07618,7.36366,-0.50466,0.3,1.43216,0.00435,-0.073,0.81968,0.3,7.4,LANE_FOLLOW
18.36,7.07415,-0.59206,0.08441,7.36366,-0.50466,0.3,1.43216,0.00392,-0.06478,0.81873,0.3,7.4,LANE_FOLLOW
18.38,7.08013,-0.59155,0.09263,7.36366,-0.50466,0.3,1.43216,0.00353,-0.05655,0.81827,0.3,7.4,LANE_FOLLOW
18.4,7.08611,-0.591,0.10086,7.36366,-0.50466,0.3,1.43216,0.00319,-0.04832,0.81811,0.3,7.4,LANE_FOLLOW
