time,x,y,yaw,target_x,target_y,lookahead,curvature,cross_track_error,heading_error,steering_cmd,speed_cmd,battery_voltage,mission_state
18.42,7.09208,-0.59039,0.10909,7.36366,-0.50466,0.3,1.43216,0.0029,-0.04009,0.81814,0.3,7.4,LANE_FOLLOW
18.44,7.09804,-0.58974,0.11732,7.36366,-0.50466,0.3,1.43216,0.00266,-0.03186,0.81829,0.3,7.4,LANE_FOLLOW
18.46,7.104,-0.58904,0.12556,7.40792,-0.48091,0.3,1.38579,0.00413,-0.09478,0.80895,0.3,7.4,LANE_FOLLOW
18.48,7.10995,-0.58829,0.13354,7.40792,-0.48091,0.3,1.38579,0.00357,-0.0868,0.80345,0.3,7.4,LANE_FOLLOW
18.5,7.1159,-0.58749,0.14153,7.40792,-0.48091,0.3,1.38579,0.00305,-0.07882,0.80025,0.3,7.4,LANE_FOLLOW
18.52,7.12184,-0.58664,0.14951,7.40792,-0.48091,0.3,1.38579,0.00257,-0.07083,0.79843,0.3,7.4,LANE_FOLLOW
18.54,7.12777,-0.58575,0.1575,7.40792,-0.48091,0.3,1.38579,0.00215,-0.06284,0.79745,0.3,7.4,LANE_FOLLOW
18.56,7.1337,-0.5848,0.1655,7.40792,-0.48091,0.3,1.38579,0.00177,-0.05485,0.79698,0.3,7.4,LANE_FOLLOW
18.58,7.13962,-0.58382,0.17349,7.40792,-0.48091,0.3,1.38579,0.00144,-0.04685,0.79681,0.3,7.4,LANE_FOLLOW
18.6,7.14553,-0.58278,0.18149,7.40792,-0.48091,0.3,1.38579,0.00116,-0.03885,0.79684,0.3,7.4,LANE_FOLLOW
18.62,7.15143,-0.5817,0.1895,7.40792,-0.48091,0.3,1.38579,0.00093,-0.03085,0.79698,0.3,7.4,LANE_FOLLOW
18.64,7.15732,-0.58057,0.1975,7.45121,-0.45544,0.3,1.29202,0.00201,-0.08727,0.7838,0.3,7.4,LANE_FOLLOW
18.66,7.1632,-0.57939,0.20515,7.45121,-0.45544,0.3,1.29202,0.00148,-0.07962,0.77599,0.3,7.4,LANE_FOLLOW
18.68,7.16908,-0.57817,0.2128,7.45121,-0.45544,0.3,1.29202,0.00101,-0.07197,0.7714,0.3,7.4,LANE_FOLLOW
18.7,7.17494,-0.5769,0.22045,7.45121,-0.45544,0.3,1.29202,0.00057,-0.06431,0.76876,0.3,7.4,LANE_FOLLOW
18.72,7.1808,-0.57559,0.22811,7.45121,-0.45544,0.3,1.29202,0.00019,-0.05666,0.76728,0.3,7.4,LANE_FOLLOW
18.74,7.18664,-0.57423,0.23577,7.45121,-0.45544,0.3,1.29202,-0.00015,-0.049,0.7665,0.3,7.4,LANE_FOLLOW
18.76,7.19248,-0.57283,0.24343,7.45121,-0.45544,0.3,1.29202,-0.00045,-0.04133,0.76616,0.3,7.4,LANE_FOLLOW
18.78,7.1983,-0.57138,0.2511,7.45121,-0.45544,0.3,1.29202,-0.00069,-0.03367,0.76607,0.3,7.4,LANE_FOLLOW
18.8,7.20411,-0.56989,0.25877,7.49359,-0.42847,0.3,1.18538,0.00041,-0.08561,0.75002,0.3,7.4,LANE_FOLLOW
18.82,7.20991,-0.56836,0.26601,7.49359,-0.42847,0.3,1.18538,-0.0001,-0.07837,0.74048,0.3,7.4,LANE_FOLLOW
18.84,7.2157,-0.56678,0.27325,7.49359,-0.42847,0.3,1.18538,-0.00057,-0.07112,0.73485,0.3,7.4,LANE_FOLLOW
18.86,7.22148,-0.56516,0.2805,7.49359,-0.42847,0.3,1.18538,-0.001,-0.06387,0.73157,0.3,7.4,LANE_FOLLOW
18.88,7.22724,-0.5635,0.28775,7.49359,-0.42847,0.3,1.18538,-0.00138,-0.05663,0.7297,0.3,7.4,LANE_FOLLOW
18.9,7.233,-0.5618,0.295,7.49359,-0.42847,0.3,1.18538,-0.00172,-0.04937,0.72869,0.3,7.4,LANE_FOLLOW
18.92,7.23874,-0.56005,0.30226,7.49359,-0.42847,0.3,1.18538,-0.00202,-0.04212,0.7282,0.3,7.4,LANE_FOLLOW
18.94,7.24447,-0.55827,0.30952,7.49359,-0.42847,0.3,1.18538,-0.00227,-0.03486,0.72802,0.3,7.4,LANE_FOLLOW
18.96,7.25018,-0.55644,0.31678,7.53512,-0.40021,0.3,1.08507,-0.00116,-0.08213,0.70983,0.3,7.4,LANE_FOLLOW
18.98,7.25588,-0.55457,0.32356,7.53512,-0.40021,0.3,1.08507,-0.00165,-0.07535,0.699,0.3,7.4,LANE_FOLLOW
19.0,7.26157,-0.55266,0.33035,7.53512,-0.40021,0.3,1.08507,-0.0021,-0.06856,0.69259,0.3,7.4,LANE_FOLLOW
19.02,7.26725,-0.55072,0.33713,7.53512,-0.40021,0.3,1.08507,-0.00251,-0.06177,0.68884,0.3,7.4,LANE_FOLLOW
19.04,7.27291,-0.54873,0.34392,7.53512,-0.40021,0.3,1.08507,-0.00288,-0.05498,0.68668,0.3,7.4,LANE_FOLLOW
19.06,7.27856,-0.54671,0.35072,7.53512,-0.40021,0.3,1.08507,-0.00321,-0.04819,0.68549,0.3,7.4,LANE_FOLLOW
19.08,7.28419,-0.54465,0.35751,7.53512,-0.40021,0.3,1.08507,-0.0035,-0.0414,0.68488,0.3,7.4,LANE_FOLLOW
19.1,7.28981,-0.54255,0.36431,7.53512,-0.40021,0.3,1.08507,-0.00375,-0.0346,0.68462,0.3,7.4,LANE_FOLLOW
19.12,7.29542,-0.54041,0.37111,7.53512,-0.40021,0.3,1.08507,-0.00396,-0.0278,0.68459,0.3,7.4,LANE_FOLLOW
19.14,7.30101,-0.53823,0.37792,7.57584,-0.37081,0.3,0.98274,-0.0031,-0.07033,0.6645,0.30863,7.4,LANE_FOLLOW
19.16,7.30661,-0.53601,0.38422,7.57584,-0.37081,0.3,0.98274,-0.00353,-0.06403,0.65254,0.30863,7.4,LANE_FOLLOW
19.18,7.3122,-0.53375,0.39054,7.57584,-0.37081,0.3,0.98274,-0.00391,-0.05771,0.64545,0.30863,7.4,LANE_FOLLOW
19.2,7.3178,-0.53144,0.39688,7.57584,-0.37081,0.3,0.98274,-0.00426,-0.05137,0.64128,0.30863,7.4,LANE_FOLLOW
19.22,7.3234,-0.5291,0.40324,7.57584,-0.37081,0.3,0.98274,-0.00457,-0.04501,0.63888,0.30863,7.4,LANE_FOLLOW
19.24,7.32899,-0.52671,0.40962,7.57584,-0.37081,0.3,0.98274,-0.00485,-0.03863,0.63754,0.30863,7.4,LANE_FOLLOW
19.26,7.33458,-0.52429,0.41601,7.57584,-0.37081,0.3,0.98274,-0.00508,-0.03224,0.63684,0.30863,7.4,LANE_FOLLOW
19.28,7.34016,-0.52182,0.42241,7.57584,-0.37081,0.3,0.98274,-0.00528,-0.02584,0.63652,0.30863,7.4,LANE_FOLLOW
19.3,7.34573,-0.51932,0.42882,7.61585,-0.34043,0.3,0.88194,-0.00444,-0.06367,0.61547,0.35903,7.4,LANE_FOLLOW
19.32,7.3514,-0.51672,0.4348,7.61585,-0.34043,0.3,0.88194,-0.00483,-0.05769,0.60291,0.35903,7.4,LANE_FOLLOW
19.34,7.35716,-0.51405,0.4409,7.61585,-0.34043,0.3,0.88194,-0.0052,-0.05159,0.59547,0.35903,7.4,LANE_FOLLOW
19.36,7.36299,-0.5113,0.44709,7.61585,-0.34043,0.3,0.88194,-0.00553,-0.0454,0.5911,0.35903,7.4,LANE_FOLLOW
19.38,7.36887,-0.50848,0.45337,7.61585,-0.34043,0.3,0.88194,-0.00583,-0.03913,0.58858,0.35903,7.4,LANE_FOLLOW
19.4,7.37481,-0.50558,0.45972,7.61585,-0.34043,0.3,0.88194,-0.00609,-0.03277,0.58718,0.35903,7.4,LANE_FOLLOW
19.42,7.3808,-0.50262,0.46614,7.61585,-0.34043,0.3,0.88194,-0.00631,-0.02635,0.58645,0.35903,7.4,LANE_FOLLOW
19.44,7.38681,-0.49959,0.47262,7.61585,-0.34043,0.3,0.88194,-0.00648,-0.01987,0.58615,0.35903,7.4,LANE_FOLLOW
19.46,7.39286,-0.49651,0.47916,7.65522,-0.30924,0.3,0.78567,-0.0058,-0.05272,0.56418,0.40716,7.4,LANE_FOLLOW
19.48,7.39902,-0.4933,0.4852,7.65522,-0.30924,0.3,0.78567,-0.00617,-0.04667,0.5511,0.40716,7.4,LANE_FOLLOW
19.5,7.40529,-0.49,0.49137,7.65522,-0.30924,0.3,0.78567,-0.0065,-0.0405,0.54335,0.40716,7.4,LANE_FOLLOW
19.52,7.41165,-0.48659,0.49765,7.65522,-0.30924,0.3,0.78567,-0.00679,-0.03422,0.53882,0.40716,7.4,LANE_FOLLOW
19.54,7.41808,-0.4831,0.50404,7.65522,-0.30924,0.3,0.78567,-0.00704,-0.02784,0.53622,0.40716,7.4,LANE_FOLLOW
19.56,7.42458,-0.47952,0.51051,7.65522,-0.30924,0.3,0.78567,-0.00725,-0.02137,0.53479,0.40716,7.4,LANE_FOLLOW
19.58,7.43112,-0.47585,0.51705,7.65522,-0.30924,0.3,0.78567,-0.00741,-0.01482,0.53408,0.40716,7.4,LANE_FOLLOW
19.6,7.43771,-0.4721,0.52367,7.69405,-0.27737,0.3,0.69583,-0.00681,-0.04306,0.51171,0.45208,7.4,LANE_FOLLOW
19.62,7.44442,-0.46823,0.52972,7.69405,-0.27737,0.3,0.69583,-0.00715,-0.03701,0.49839,0.45208,7.4,LANE_FOLLOW
19.64,7.45124,-0.46424,0.5359,7.69405,-0.27737,0.3,0.69583,-0.00744,-0.03083,0.49052,0.45208,7.4,LANE_FOLLOW
19.66,7.45815,-0.46013,0.54218,7.69405,-0.27737,0.3,0.69583,-0.00769,-0.02455,0.48593,0.45208,7.4,LANE_FOLLOW
19.68,7.46514,-0.45592,0.54856,7.69405,-0.27737,0.3,0.69583,-0.00789,-0.01817,0.48332,0.45208,7.4,LANE_FOLLOW
19.7,7.47218,-0.45162,0.55503,7.69405,-0.27737,0.3,0.69583,-0.00804,-0.01171,0.48191,0.45208,7.4,LANE_FOLLOW
19.72,7.47928,-0.44722,0.56157,7.73235,-0.24487,0.3,0.61848,-0.00745,-0.03588,0.46,0.49076,7.4,LANE_FOLLOW
19.74,7.4865,-0.44268,0.5675,7.73235,-0.24487,0.3,0.61848,-0.00776,-0.02995,0.44697,0.49076,7.4,LANE_FOLLOW
19.76,7.49381,-0.43801,0.57354,7.73235,-0.24487,0.3,0.61848,-0.00802,-0.02391,0.43928,0.49076,7.4,LANE_FOLLOW
19.78,7.50121,-0.43323,0.57967,7.73235,-0.24487,0.3,0.61848,-0.00823,-0.01777,0.43481,0.49076,7.4,LANE_FOLLOW
19.8,7.50868,-0.42834,0.5859,7.73235,-0.24487,0.3,0.61848,-0.00839,-0.01155,0.43228,0.49076,7.4,LANE_FOLLOW
19.82,7.51621,-0.42335,0.5922,7.73235,-0.24487,0.3,0.61848,-0.00849,-0.00525,0.43094,0.49076,7.4,LANE_FOLLOW
19.84,7.52378,-0.41826,0.59857,7.77022,-0.21186,0.3,0.55072,-0.00799,-0.02686,0.4094,0.52464,7.4,LANE_FOLLOW
19.86,7.53145,-0.41302,0.60426,7.77022,-0.21186,0.3,0.55072,-0.00824,-0.02117,0.39661,0.52464,7.4,LANE_FOLLOW
19.88,7.53921,-0.40767,0.61004,7.77022,-0.21186,0.3,0.55072,-0.00844,-0.01539,0.38907,0.52464,7.4,LANE_FOLLOW
19.9,7.54704,-0.4022,0.61591,7.77022,-0.21186,0.3,0.55072,-0.00858,-0.00953,0.38471,0.52464,7.4,LANE_FOLLOW
19.92,7.55492,-0.39661,0.62184,7.77022,-0.21186,0.3,0.55072,-0.00868,-0.00359,0.38226,0.52464,7.4,LANE_FOLLOW
19.94,7.56286,-0.39093,0.62785,7.84493,-0.14469,0.30171,0.47951,-0.00817,-0.02156,0.3477,0.56025,7.4,LANE_FOLLOW
19.96,7.57089,-0.38509,0.63261,7.84493,-0.14469,0.30341,0.47951,-0.00839,-0.0168,0.32705,0.56025,7.4,LANE_FOLLOW
19.98,7.57902,-0.37913,0.63744,7.84493,-0.14469,0.30491,0.47951,-0.00856,-0.01197,0.31476,0.56025,7.4,LANE_FOLLOW
20.0,7.58723,-0.37306,0.64234,7.84493,-0.14469,0.30623,0.47951,-0.00868,-0.00707,0.30748,0.56025,7.4,LANE_FOLLOW
20.02,7.5955,-0.36687,0.6473,7.84493,-0.14469,0.3074,0.47951,-0.00875,-0.00211,0.30323,0.56025,7.4,LANE_FOLLOW
20.04,7.60382,-0.36058,0.65232,7.88188,-0.11067,0.32222,0.41054,-0.00833,-0.01751,0.2874,0.59473,7.4,LANE_FOLLOW
20.06,7.61225,-0.35414,0.65684,7.88188,-0.11067,0.32394,0.41054,-0.00851,-0.01299,0.278,0.59473,7.4,LANE_FOLLOW
20.08,7.62077,-0.34757,0.66143,7.88188,-0.11067,0.32546,0.41054,-0.00865,-0.00839,0.27245,0.59473,7.4,LANE_FOLLOW
20.1,7.62936,-0.34088,0.66608,7.88188,-0.11067,0.32679,0.41054,-0.00875,-0.00374,0.26923,0.59473,7.4,LANE_FOLLOW
20.12,7.63802,-0.33408,0.67079,7.88188,-0.11067,0.32798,0.41054,-0.00879,0.00097,0.26741,0.59473,7.4,LANE_FOLLOW
20.14,7.64672,-0.32717,0.67555,7.91866,-0.07645,0.33953,0.35797,-0.00846,-0.01195,0.25309,0.62101,7.4,LANE_FOLLOW
20.16,7.65552,-0.32013,0.67977,7.91866,-0.07645,0.34107,0.35797,-0.0086,-0.00774,0.24459,0.62101,7.4,LANE_FOLLOW
20.18,7.66438,-0.31296,0.68404,7.91866,-0.07645,0.34243,0.35797,-0.00868,-0.00346,0.23959,0.62101,7.4,LANE_FOLLOW
20.2,7.67331,-0.30568,0.68836,7.91866,-0.07645,0.34363,0.35797,-0.00872,0.00086,0.23669,0.62101,7.4,LANE_FOLLOW
20.22,7.68229,-0.29829,0.69273,7.99188,-0.00766,0.35337,0.31452,-0.00835,-0.01093,0.21331,0.64274,7.4,LANE_FOLLOW
20.24,7.69135,-0.29077,0.69611,7.99188,-0.00766,0.35482,0.31452,-0.00848,-0.00754,0.19933,0.64274,7.4,LANE_FOLLOW
20.26,7.70048,-0.28314,0.69954,7.99188,-0.00766,0.35609,0.31452,-0.00857,-0.00411,0.19101,0.64274,7.4,LANE_FOLLOW
20.28,7.70967,-0.27541,0.703,7.99188,-0.00766,0.35721,0.31452,-0.00862,-0.00065,0.18608,0.64274,7.4,LANE_FOLLOW
20.3,7.71891,-0.26758,0.70649,8.02844,0.02679,0.36809,0.26508,-0.0083,-0.01038,0.17409,0.66746,7.4,LANE_FOLLOW
20.32,7.72824,-0.25962,0.70958,8.02844,0.02679,0.36955,0.26508,-0.00842,-0.00729,0.16695,0.66746,7.4,LANE_FOLLOW
20.34,7.73763,-0.25155,0.7127,8.02844,0.02679,0.37084,0.26508,-0.00851,-0.00417,0.16273,0.66746,7.4,LANE_FOLLOW
20.36,7.74709,-0.24338,0.71586,8.02844,0.02679,0.37197,0.26508,-0.00857,-0.00102,0.16025,0.66746,7.4,LANE_FOLLOW
20.38,7.7566,-0.23511,0.71904,8.02844,0.02679,0.37297,0.26508,-0.00858,0.00217,0.15884,0.66746,7.4,LANE_FOLLOW
20.4,7.76614,-0.22676,0.72225,8.06505,0.06119,0.38308,0.21895,-0.00841,-0.0053,0.14844,0.69052,7.4,LANE_FOLLOW
20.42,7.77576,-0.21828,0.72499,8.06505,0.06119,0.3844,0.21895,-0.00848,-0.00256,0.14226,0.69052,7.4,LANE_FOLLOW
20.44,7.78544,-0.2097,0.72777,8.06505,0.06119,0.38557,0.21895,-0.00851,0.00022,0.13861,0.69052,7.4,LANE_FOLLOW
20.46,7.79518,-0.20103,0.73057,8.10175,0.09548,0.39383,0.18278,-0.00828,-0.0064,0.12754,0.70861,7.4,LANE_FOLLOW
20.48,7.80499,-0.19224,0.73292,8.10175,0.09548,0.39516,0.18278,-0.00837,-0.00405,0.12094,0.70861,7.4,LANE_FOLLOW
20.5,7.81487,-0.18335,0.7353,8.10175,0.09548,0.39634,0.18278,-0.00842,-0.00167,0.11703,0.70861,7.4,LANE_FOLLOW
20.52,7.8248,-0.17436,0.7377,8.10175,0.09548,0.39738,0.18278,-0.00844,0.00073,0.11473,0.70861,7.4,LANE_FOLLOW
20.54,7.83478,-0.16529,0.74012,8.17571,0.16348,0.40596,0.14445,-0.00828,-0.00405,0.09727,0.72778,7.4,LANE_FOLLOW
20.56,7.84483,-0.15612,0.74168,8.17571,0.16348,0.40722,0.14445,-0.00833,-0.0025,0.08682,0.72778,7.4,LANE_FOLLOW
20.58,7.85495,-0.14685,0.74325,8.17571,0.16348,0.40833,0.14445,-0.00837,-0.00092,0.08057,0.72778,7.4,LANE_FOLLOW
20.6,7.86512,-0.13749,0.74484,8.17571,0.16348,0.40931,0.14445,-0.00838,0.00066,0.07685,0.72778,7.4,LANE_FOLLOW
20.62,7.87535,-0.12807,0.74644,8.21306,0.19707,0.41762,0.10724,-0.00828,-0.00293,0.06727,0.74638,7.4,LANE_FOLLOW
20.64,7.88564,-0.11854,0.74763,8.21306,0.19707,0.41882,0.10724,-0.00833,-0.00174,0.06154,0.74638,7.4,LANE_FOLLOW
20.66,7.89601,-0.10893,0.74884,8.21306,0.19707,0.41988,0.10724,-0.00835,-0.00053,0.05812,0.74638,7.4,LANE_FOLLOW
20.68,7.90643,-0.09925,0.75005,8.25077,0.23026,0.42733,0.07465,-0.00826,-0.00327,0.04876,0.76267,7.4,LANE_FOLLOW
20.7,7.91692,-0.08947,0.75086,8.25077,0.23026,0.42854,0.07465,-0.00831,-0.00247,0.04315,0.76267,7.4,LANE_FOLLOW
20.72,7.92749,-0.07961,0.75166,8.25077,0.23026,0.42961,0.07465,-0.00834,-0.00166,0.0398,0.76267,7.4,LANE_FOLLOW
20.74,7.93812,-0.06967,0.75248,8.25077,0.23026,0.43055,0.07465,-0.00837,-0.00085,0.03781,0.76267,7.4,LANE_FOLLOW
20.76,7.9488,-0.05967,0.7533,8.28888,0.26298,0.43819,0.04062,-0.00835,-0.00192,0.02883,0.77969,7.4,LANE_FOLLOW
20.78,7.95955,-0.04959,0.75367,8.28888,0.26298,0.43932,0.04062,-0.00838,-0.00155,0.02344,0.77969,7.4,LANE_FOLLOW
20.8,7.97038,-0.03943,0.75403,8.28888,0.26298,0.44032,0.04062,-0.0084,-0.00118,0.02022,0.77969,7.4,LANE_FOLLOW
20.82,7.98126,-0.02921,0.7544,8.32745,0.29516,0.44798,0.00672,-0.00841,-0.00124,0.01052,0.79664,7.4,LANE_FOLLOW
20.84,7.99223,-0.0189,0.75431,8.32745,0.29516,0.44916,0.00672,-0.00843,-0.00133,0.0047,0.79664,7.4,LANE_FOLLOW
20.86,8.00327,-0.00852,0.75421,8.32745,0.29516,0.4502,0.00672,-0.00845,-0.00143,0.00121,0.79664,7.4,LANE_FOLLOW
20.88,8.01438,0.00192,0.75411,8.32745,0.29516,0.45111,0.00672,-0.00847,-0.00153,-0.00089,0.79664,7.4,LANE_FOLLOW
20.9,8.02556,0.01241,0.75401,8.36656,0.32668,0.44812,0.02572,-0.00851,-0.00025,-0.01058,0.78714,7.4,LANE_FOLLOW
20.92,8.03676,0.02293,0.75339,8.36656,0.32668,0.44861,0.02572,-0.00851,-0.00087,-0.0164,0.78714,7.4,LANE_FOLLOW
20.94,8.04801,0.03348,0.75276,8.36656,0.32668,0.44904,0.02572,-0.00853,-0.00149,-0.01991,0.78714,7.4,LANE_FOLLOW
20.96,8.05929,0.04405,0.75214,8.4063,0.35741,0.4429,0.05833,-0.00859,0.0007,-0.03069,0.77083,7.4,LANE_FOLLOW
20.98,8.07057,0.05461,0.75097,8.4063,0.35741,0.44285,0.05833,-0.00858,-0.00047,-0.03718,0.77083,7.4,LANE_FOLLOW
21.0,8.08187,0.06515,0.7498,8.4063,0.35741,0.44281,0.05833,-0.00859,-0.00163,-0.04109,0.77083,7.4,LANE_FOLLOW
21.02,8.09317,0.07567,0.74863,8.44671,0.38725,0.43575,0.09344,-0.00871,0.00189,-0.05231,0.75328,7.4,LANE_FOLLOW
21.04,8.10445,0.08615,0.74692,8.44671,0.38725,0.43531,0.09344,-0.00868,0.00018,-0.05907,0.75328,7.4,LANE_FOLLOW
21.06,8.11572,0.09659,0.7452,8.44671,0.38725,0.43492,0.09344,-0.00868,-0.00154,-0.06315,0.75328,7.4,LANE_FOLLOW
21.08,8.12699,0.10698,0.74349,8.48787,0.41605,0.42769,0.12782,-0.00886,0.00332,-0.07474,0.73609,7.4,LANE_FOLLOW
21.1,8.13821,0.11731,0.74123,8.48787,0.41605,0.42698,0.12782,-0.00881,0.00105,-0.08174,0.73609,7.4,LANE_FOLLOW
21.12,8.14942,0.12757,0.73897,8.48787,0.41605,0.42636,0.12782,-0.00879,-0.00121,-0.08597,0.73609,7.4,LANE_FOLLOW
21.14,8.16061,0.13776,0.73672,8.48787,0.41605,0.4258,0.12782,-0.00881,-0.00346,-0.08856,0.73609,7.4,LANE_FOLLOW
21.16,8.17178,0.1479,0.73447,8.52984,0.44364,0.4182,0.16339,-0.00897,0.00215,-0.10023,0.7183,7.4,LANE_FOLLOW
21.18,8.18292,0.15795,0.73162,8.52984,0.44364,0.41735,0.16339,-0.00893,-0.0007,-0.10728,0.7183,7.4,LANE_FOLLOW
21.2,8.19403,0.16792,0.72878,8.52984,0.44364,0.4166,0.16339,-0.00894,-0.00353,-0.11157,0.7183,7.4,LANE_FOLLOW
21.22,8.20511,0.17782,0.72596,8.5727,0.46983,0.4075,0.20561,-0.00919,0.00419,-0.12464,0.69719,7.4,LANE_FOLLOW
21.24,8.21615,0.18762,0.72252,8.5727,0.46983,0.40642,0.20561,-0.00913,0.00076,-0.13254,0.69719,7.4,LANE_FOLLOW
21.26,8.22714,0.19731,0.71911,8.5727,0.46983,0.40546,0.20561,-0.00912,-0.00266,-0.13735,0.69719,7.4,LANE_FOLLOW
21.28,8.23811,0.20691,0.71571,8.5727,0.46983,0.39667,0.24536,-0.00947,0.0063,-0.1403,0.67732,7.4,LANE_FOLLOW
21.3,8.24902,0.21639,0.71234,8.5727,0.46983,0.39546,0.24536,-0.00938,0.00292,-0.14214,0.67732,7.4,LANE_FOLLOW
21.32,8.25988,0.22577,0.70898,8.5727,0.46983,0.3944,0.24536,-0.00933,-0.00043,-0.14332,0.67732,7.4,LANE_FOLLOW
21.34,8.27069,0.23505,0.70565,8.5727,0.46983,0.39345,0.24536,-0.00934,-0.00376,-0.14411,0.67732,7.4,LANE_FOLLOW
21.36,8.28148,0.24424,0.70233,8.61651,0.49439,0.38461,0.28544,-0.00964,0.00695,-0.1587,0.65728,7.4,LANE_FOLLOW
21.38,8.2922,0.25332,0.69823,8.61651,0.49439,0.3834,0.28544,-0.00954,0.00286,-0.16753,0.65728,7.4,LANE_FOLLOW
21.4,8.30288,0.26228,0.69416,8.61651,0.49439,0.38234,0.28544,-0.00951,-0.00121,-0.17292,0.65728,7.4,LANE_FOLLOW
21.42,8.31353,0.27114,0.69012,8.61651,0.49439,0.3814,0.28544,-0.00952,-0.00526,-0.17626,0.65728,7.4,LANE_FOLLOW
21.44,8.32414,0.2799,0.68609,8.66133,0.51708,0.3698,0.3393,-0.0098,0.00764,-0.19347,0.63035,7.4,LANE_FOLLOW
21.46,8.33469,0.28854,0.68126,8.66133,0.51708,0.36844,0.3393,-0.0097,0.00281,-0.20389,0.63035,7.4,LANE_FOLLOW
21.48,8.34518,0.29705,0.67647,8.66133,0.51708,0.36723,0.3393,-0.00966,-0.00198,-0.21025,0.63035,7.4,LANE_FOLLOW
21.5,8.35564,0.30544,0.67171,8.70716,0.53763,0.35473,0.39651,-0.01013,0.01355,-0.2293,0.60174,7.4,LANE_FOLLOW
21.52,8.366,0.31368,0.66618,8.70716,0.53763,0.35312,0.39651,-0.00995,0.00803,-0.24084,0.60174,7.4,LANE_FOLLOW
21.54,8.3763,0.32177,0.66071,8.70716,0.53763,0.3517,0.39651,-0.00984,0.00256,-0.24787,0.60174,7.4,LANE_FOLLOW
21.56,8.38654,0.32974,0.65529,8.66133,0.51708,0.35045,0.39651,-0.00981,-0.00286,-0.23342,0.60174,7.4,LANE_FOLLOW
21.58,8.39674,0.33758,0.65089,8.70716,0.53763,0.33905,0.44797,-0.01028,0.0149,-0.24496,0.57601,7.4,LANE_FOLLOW
21.6,8.40685,0.34527,0.6455,8.70716,0.53763,0.33747,0.44797,-0.01009,0.0095,-0.25202,0.57601,7.4,LANE_FOLLOW
21.62,8.41689,0.35283,0.64016,8.70716,0.53763,0.33607,0.44797,-0.00997,0.00417,-0.25639,0.57601,7.4,LANE_FOLLOW
21.64,8.42687,0.36027,0.63487,8.70716,0.53763,0.33484,0.44797,-0.00992,-0.00113,-0.25916,0.57601,7.4,LANE_FOLLOW
21.66,8.4368,0.36758,0.62962,8.75401,0.55573,0.32183,0.5076,-0.01043,0.01902,-0.28147,0.5462,7.4,LANE_FOLLOW
21.68,8.44664,0.37475,0.62341,8.75401,0.55573,0.32017,0.5076,-0.0102,0.01281,-0.295,0.5462,7.4,LANE_FOLLOW
21.7,8.4564,0.38177,0.61726,8.75401,0.55573,0.3187,0.5076,-0.01004,0.00667,-0.30327,0.5462,7.4,LANE_FOLLOW
21.72,8.4661,0.38865,0.61118,8.75401,0.55573,0.31741,0.5076,-0.00996,0.00058,-0.30839,0.5462,7.4,LANE_FOLLOW
21.74,8.47574,0.39541,0.60515,8.80183,0.5711,0.3018,0.57997,-0.01058,0.02358,-0.33228,0.51002,7.4,LANE_FOLLOW
21.76,8.48528,0.40201,0.59821,8.75401,0.55573,0.3,0.57997,-0.01031,0.01665,-0.32459,0.51002,7.4,LANE_FOLLOW
21.78,8.49472,0.40844,0.59242,8.75401,0.55573,0.3,0.57997,-0.01012,0.01085,-0.32015,0.51002,7.4,LANE_FOLLOW
21.8,8.50409,0.41474,0.58668,8.75401,0.55573,0.3,0.57997,-0.01,0.00512,-0.31768,0.51002,7.4,LANE_FOLLOW
21.82,8.51338,0.42092,0.58101,8.75401,0.55573,0.3,0.57997,-0.00994,-0.00055,-0.31639,0.51002,7.4,LANE_FOLLOW
21.84,8.52261,0.42698,0.57538,8.80183,0.5711,0.3,0.66029,-0.01044,0.02688,-0.34449,0.46985,7.4,LANE_FOLLOW
21.86,8.53171,0.43289,0.56856,8.80183,0.5711,0.3,0.66029,-0.01015,0.02006,-0.36154,0.46985,7.4,LANE_FOLLOW
21.88,8.54071,0.43864,0.56184,8.80183,0.5711,0.3,0.66029,-0.00994,0.01335,-0.37197,0.46985,7.4,LANE_FOLLOW
21.9,8.54962,0.44425,0.55521,8.80183,0.5711,0.3,0.66029,-0.0098,0.00671,-0.37843,0.46985,7.4,LANE_FOLLOW
21.92,8.55846,0.44973,0.54865,8.85051,0.58345,0.3,0.74906,-0.01057,0.03766,-0.40878,0.42547,7.4,LANE_FOLLOW
21.94,8.56714,0.45503,0.54111,8.85051,0.58345,0.3,0.74906,-0.01019,0.03013,-0.42717,0.42547,7.4,LANE_FOLLOW
21.96,8.57569,0.46017,0.53371,8.85051,0.58345,0.3,0.74906,-0.00989,0.02273,-0.43839,0.42547,7.4,LANE_FOLLOW
21.98,8.58413,0.46516,0.52643,8.85051,0.58345,0.3,0.74906,-0.00966,0.01545,-0.44532,0.42547,7.4,LANE_FOLLOW
22.0,8.59248,0.47001,0.51926,8.85051,0.58345,0.3,0.74906,-0.00951,0.00827,-0.44969,0.42547,7.4,LANE_FOLLOW
22.02,8.60074,0.47473,0.51218,8.89991,0.59251,0.3,0.84307,-0.01042,0.04362,-0.4776,0.37846,7.4,LANE_FOLLOW
22.04,8.60884,0.47929,0.50428,8.89991,0.59251,0.3,0.84307,-0.01001,0.03572,-0.49452,0.37846,7.4,LANE_FOLLOW
